date,time,tax,tip,total,transactionids
2/24/2018,14:30,0.09826087,0.252670807,1.754658385,71835
2/16/2018,14:30,0.111363636,0.286363636,1.988636364,76837
8/5/2018,12:30,0,0,0,28890
1/26/2018,14:30,5.617427626,14.4448139,100.3112076,37601
4/8/2018,12:30,1.643333333,4.225714286,29.3452381,78453
3/20/2018,14:30,11.03069403,28.36464179,196.9766791,79857
1/23/2018,14:30,0.336100358,0.864258065,6.001792115,33713
3/31/2018,12:30,1.198511797,3.081887477,21.40199637,84273
3/24/2018,13:30,1.220625,3.13875,21.796875,65274
6/13/2018,13:30,2.73,7.02,48.75,41386
7/11/2018,14:30,1.195833333,3.075,21.35416667,11920
5/24/2018,12:30,0.546666667,1.405714286,9.761904762,47782
10/3/2018,12:30,0.660689474,1.698915789,11.79802632,14144
3/12/2018,13:30,4.41,11.34,78.75,80124
9/2/2018,14:30,0.452307692,1.163076923,8.076923077,76340
1/24/2018,12:30,4.313558474,11.0920075,77.02782989,18005
4/15/2018,14:30,1.437333333,3.696,25.66666667,95941
3/8/2018,13:30,2.309314969,5.938238492,41.23776731,37071
1/1/2018,14:30,0,0,0,60654
3/12/2018,13:30,0.749204292,1.926525323,13.37864807,55833
10/18/2018,14:30,0,0,0,80913
7/2/2018,12:30,1.32,3.394285714,23.57142857,87168
10/26/2018,13:30,1.334117647,3.430588235,23.82352941,14520
4/29/2018,14:30,0,0,0,32802
6/30/2018,14:30,0,0,0,94494
6/24/2018,14:30,0.611558351,1.572578616,10.92068484,78996
6/2/2018,13:30,1.277141944,3.284079284,22.80610614,65666
10/10/2018,13:30,0.1736,0.4464,3.1,43866
9/7/2018,14:30,1.915591398,4.925806452,34.20698925,70602
4/29/2018,13:30,0.015572358,0.040043205,0.278077814,38289
5/30/2018,14:30,0.779150327,2.003529412,13.91339869,43871
9/1/2018,12:30,2.734149573,7.03067033,48.82409951,78256
4/9/2018,12:30,0.050806452,0.130645161,0.907258065,13400
9/23/2018,12:30,0.105376344,0.270967742,1.88172043,55805
7/13/2018,12:30,0.284117647,0.730588235,5.073529412,93663
10/8/2018,12:30,0,0,0,45913
4/5/2018,14:30,1.957421053,5.033368421,34.95394737,99236
2/16/2018,14:30,0.506065574,1.301311475,9.036885246,83593
7/20/2018,12:30,1.055833333,2.715,18.85416667,15343
3/12/2018,14:30,1.386659457,3.565695746,24.76177602,39829
5/8/2018,12:30,1.77227673,4.557283019,31.64779874,75650
3/9/2018,14:30,0.001891892,0.004864865,0.033783784,15892
5/28/2018,12:30,5.636842105,14.49473684,100.6578947,13194
3/16/2018,12:30,1.09566165,2.817415672,19.56538661,44926
8/2/2018,12:30,0.225365854,0.579512195,4.024390244,97460
3/13/2018,12:30,0.236268344,0.60754717,4.219077568,34084
7/19/2018,14:30,0.502446429,1.292005102,8.972257653,67669
9/12/2018,14:30,0.693349649,1.782899096,12.38124372,42906
6/16/2018,12:30,0,0,0,37658
2/3/2018,14:30,0.336088768,0.864228261,6.001585145,58063
8/31/2018,14:30,0.768105004,1.975127153,13.71616079,55634
1/18/2018,14:30,0,0,0,45897
6/8/2018,14:30,0.14,0.36,2.5,12033
1/4/2018,13:30,0.303013699,0.779178082,5.410958904,81841
3/14/2018,14:30,0.770472047,1.981213836,13.75842942,53177
1/26/2018,12:30,1.043636364,2.683636364,18.63636364,72186
4/20/2018,13:30,1.037255435,2.667228261,18.52241848,58106
1/2/2018,14:30,0,0,0,72637
8/26/2018,14:30,0.160323697,0.412260934,2.862923153,32574
5/9/2018,12:30,2.231033856,5.736944201,39.83989028,44229
3/18/2018,14:30,2.278571429,5.859183673,40.68877551,17928
8/27/2018,14:30,73.79739394,189.7647273,1317.810606,35716
9/22/2018,12:30,4.03797954,10.38337596,72.10677749,66960
4/16/2018,13:30,0.845526316,2.174210526,15.09868421,53999
6/22/2018,14:30,0.003783784,0.00972973,0.067567568,95977
1/26/2018,12:30,18.04910163,46.41197561,322.3053862,65923
9/23/2018,12:30,2.559692308,6.582065934,45.70879121,57301
10/13/2018,13:30,0.14,0.36,2.5,61555
4/16/2018,13:30,1.260383538,3.240986241,22.50684889,72257
6/2/2018,12:30,0,0,0,43026
9/10/2018,13:30,0.440409207,1.132480818,7.864450128,27145
10/14/2018,13:30,0,0,0,18098
10/20/2018,14:30,2.26097561,5.813937282,40.37456446,86439
3/6/2018,12:30,0.57,1.465714286,10.17857143,12278
3/6/2018,13:30,5.567474747,14.31636364,99.41919192,24328
7/6/2018,13:30,6.690444444,17.204,119.4722222,30686
10/1/2018,14:30,11.02954167,28.36167857,196.9561012,22915
2/7/2018,14:30,0.966,2.484,17.25,92786
7/29/2018,12:30,1.597610308,4.108140792,28.5287555,50616
2/2/2018,14:30,0,0,0,77405
2/12/2018,13:30,5.81,14.94,103.75,91801
3/19/2018,13:30,5.208,13.392,93,86074
4/30/2018,14:30,0.478902439,1.231463415,8.551829268,17483
7/5/2018,14:30,0.060869565,0.156521739,1.086956522,10489
10/21/2018,12:30,0.21,0.54,3.75,66606
5/5/2018,14:30,0.057435897,0.147692308,1.025641026,15268
10/9/2018,13:30,6.355858961,16.34363733,113.4974814,18309
4/24/2018,13:30,0,0,0,49412
5/6/2018,14:30,0.3612,0.9288,6.45,94243
3/11/2018,13:30,8.266282051,21.25615385,147.6121795,92104
2/4/2018,12:30,0.299178082,0.769315068,5.342465753,82336
4/8/2018,13:30,13.3286882,34.27376966,238.0122893,58292
8/22/2018,13:30,0.143134328,0.368059701,2.555970149,38019
6/22/2018,13:30,1.130012658,2.905746835,20.17879747,93381
1/5/2018,14:30,0,0,0,94263
3/16/2018,12:30,0.328888889,0.845714286,5.873015873,49236
1/17/2018,13:30,3.9553565,10.17091671,70.63136608,74316
1/18/2018,13:30,1.777208955,4.569965885,31.7358742,30624
9/17/2018,13:30,2.261538462,5.815384615,40.38461538,51180
6/14/2018,13:30,0.101818182,0.261818182,1.818181818,44528
9/13/2018,13:30,0.322857143,0.830204082,5.765306122,56328
5/4/2018,14:30,0.130232558,0.334883721,2.325581395,13831
4/14/2018,12:30,1.995,5.13,35.625,99277
5/26/2018,12:30,0.10862069,0.279310345,1.939655172,92878
10/9/2018,13:30,0.728,1.872,13,49253
8/30/2018,14:30,0.019894737,0.051157895,0.355263158,30123
9/24/2018,13:30,14.19860465,36.51069767,253.5465116,88688
7/31/2018,12:30,0,0,0,29971
8/10/2018,14:30,5.04,12.96,90,80493
1/25/2018,13:30,0.217777778,0.56,3.888888889,72764
8/30/2018,12:30,5.371219512,13.81170732,95.91463415,85398
7/30/2018,13:30,0.536718404,1.380133038,9.584257206,79195
10/22/2018,14:30,0.144375,0.37125,2.578125,44862
6/16/2018,14:30,2.002777778,5.15,35.76388889,54623
5/23/2018,14:30,2.062275,5.302992857,36.82633929,21014
2/10/2018,13:30,0,0,0,91648
3/10/2018,12:30,6.328712242,16.27383148,113.0127186,43654
8/16/2018,14:30,1.108333333,2.85,19.79166667,80897
9/17/2018,12:30,0.528571429,1.359183673,9.43877551,62483
9/29/2018,13:30,0.193103448,0.496551724,3.448275862,71016
9/8/2018,12:30,0.352820513,0.907252747,6.3003663,31393
3/19/2018,12:30,0.3,0.771428571,5.357142857,15388
7/26/2018,14:30,3.845022726,9.887201295,68.66112011,16290
2/26/2018,12:30,0,0,0,29864
4/10/2018,13:30,4.771089492,12.26851584,85.19802665,10683
5/4/2018,12:30,11.95447273,30.74007273,213.4727273,13468
5/28/2018,13:30,0,0,0,60041
7/16/2018,12:30,4.098699187,10.5395122,73.19105691,46981
2/6/2018,12:30,13.37388889,34.39,238.8194444,29851
10/4/2018,14:30,0.510733696,1.313315217,9.120244565,40967
1/13/2018,14:30,3.217063415,8.27244878,57.44756098,36809
6/22/2018,12:30,0.913521127,2.349054326,16.31287726,57647
10/12/2018,14:30,0.105,0.27,1.875,23705
10/12/2018,13:30,22.42379349,57.66118326,400.4248838,33546
5/15/2018,13:30,0.094,0.241714286,1.678571429,20188
9/14/2018,12:30,2.537973856,6.526218487,45.32096172,96778
7/25/2018,12:30,0.313008869,0.804879948,5.589444084,38750
9/25/2018,13:30,0,0,0,53455
5/16/2018,13:30,0,0,0,18655
7/28/2018,12:30,0,0,0,80773
7/17/2018,13:30,0.88946545,2.287196871,15.8833116,61073
5/25/2018,14:30,3.896865223,10.02051057,69.58687897,29800
9/5/2018,12:30,0.183838384,0.472727273,3.282828283,66121
7/10/2018,13:30,0.762,1.959428571,13.60714286,27871
1/6/2018,12:30,0.26962963,0.693333333,4.814814815,98261
6/30/2018,12:30,0.561627907,1.444186047,10.02906977,95297
9/27/2018,12:30,0.223333333,0.574285714,3.988095238,36141
8/7/2018,13:30,0.033653846,0.086538462,0.600961538,31775
6/20/2018,14:30,0,0,0,11117
7/16/2018,12:30,0.265471698,0.682641509,4.740566038,15982
10/5/2018,13:30,0,0,0,48817
5/22/2018,12:30,2.213655516,5.692257042,39.52956279,34745
7/30/2018,12:30,0.459152542,1.180677966,8.199152542,14436
7/19/2018,13:30,0,0,0,60506
4/18/2018,14:30,0.10108127,0.259923265,1.805022672,32703
2/2/2018,13:30,0.857155899,2.204115169,15.30635534,25526
9/27/2018,14:30,0.443333333,1.14,7.916666667,41816
10/10/2018,14:30,1.351030435,3.474078261,24.12554348,82013
2/25/2018,14:30,4.597894737,11.82315789,82.10526316,68368
4/13/2018,14:30,1.821161085,4.682985646,32.52073365,57434
10/6/2018,14:30,1.124117647,2.890588235,20.07352941,57394
6/16/2018,12:30,1.059032258,2.723225806,18.91129032,31859
10/23/2018,13:30,0,0,0,70788
8/11/2018,12:30,0.495,1.272857143,8.839285714,35392
5/2/2018,13:30,0,0,0,94487
5/1/2018,12:30,3.364242424,8.650909091,60.07575758,40611
7/21/2018,12:30,1.161982609,2.98795528,20.74968944,75715
10/25/2018,14:30,0.955189873,2.456202532,17.05696203,64579
10/8/2018,12:30,9.135913772,23.4923497,163.1413173,49003
5/22/2018,13:30,8.524489232,21.92011517,152.223022,78785
9/20/2018,14:30,4.8125,12.375,85.9375,34780
7/26/2018,14:30,0,0,0,69511
6/23/2018,12:30,1.036321839,2.664827586,18.50574713,54144
1/28/2018,12:30,1.13054495,2.907115585,20.18830267,68871
9/22/2018,14:30,0.2576,0.6624,4.6,71208
2/7/2018,12:30,2.618823529,6.734117647,46.76470588,53106
10/4/2018,14:30,0.626406053,1.610758422,11.18582237,31754
1/22/2018,12:30,2.146331863,5.519139076,38.32735469,56386
4/24/2018,12:30,0.883205496,2.271099846,15.77152671,33366
8/30/2018,12:30,0.155,0.398571429,2.767857143,28318
8/20/2018,14:30,0.655789474,1.686315789,11.71052632,71670
9/19/2018,13:30,0.0375,0.096428571,0.669642857,96491
10/16/2018,14:30,0.345333333,0.888,6.166666667,64908
8/16/2018,14:30,3.827096591,9.841105519,68.34101055,68238
3/27/2018,13:30,1.690984281,4.348245294,30.19614787,23614
1/6/2018,14:30,0.522033898,1.342372881,9.322033898,55069
3/9/2018,14:30,0.114722222,0.295,2.048611111,87889
7/23/2018,13:30,0.201551724,0.518275862,3.599137931,37390
10/1/2018,13:30,0.930174359,2.391876923,16.61025641,63606
8/17/2018,13:30,0.096206897,0.247389163,1.717980296,67971
2/10/2018,12:30,2.975046595,7.650119815,53.12583205,56573
5/12/2018,13:30,0.766666667,1.971428571,13.69047619,19969
6/12/2018,14:30,0.541657457,1.392833462,9.672454597,17895
4/25/2018,14:30,1.078518519,2.773333333,19.25925926,34965
4/4/2018,14:30,6.8140625,17.521875,121.6796875,35327
8/10/2018,13:30,0,0,0,21335
6/7/2018,o_tim30,0.854,2.196,15.25,78611
8/22/2018,13:30,0.640881334,1.647980572,11.44430953,32354
9/25/2018,13:30,0.586177062,1.507312446,10.46744754,13555
10/19/2018,13:30,28.31612903,72.81290323,505.6451613,47036
1/6/2018,14:30,0.070786517,0.182022472,1.264044944,81159
4/24/2018,14:30,0.657893542,1.691726251,11.74809897,24215
3/26/2018,13:30,1.831591093,4.709805668,32.70698381,63711
2/27/2018,13:30,0,0,0,25235
3/1/2018,13:30,9.80169697,25.20436364,175.030303,76243
10/16/2018,12:30,0.220705882,0.567529412,3.941176471,22256
3/21/2018,13:30,0.17,0.437142857,3.035714286,73647
7/2/2018,14:30,2.35255164,6.049418503,42.00985072,32454
7/7/2018,12:30,0.441,1.134,7.875,23470
3/9/2018,12:30,0.127586981,0.328080808,2.278338945,36496
2/5/2018,13:30,0.851753086,2.190222222,15.20987654,68635
10/23/2018,13:30,2.017868397,5.188804449,36.03336423,21963
9/25/2018,14:30,11.84,30.44571429,211.4285714,46603
5/30/2018,13:30,1.26,3.24,22.5,90083
6/5/2018,12:30,0,0,0,34870
3/2/2018,14:30,1.383064516,3.556451613,24.69758065,18656
9/12/2018,14:30,0.02625,0.0675,0.46875,54674
5/31/2018,14:30,0.009836439,0.025293699,0.17565069,93055
10/20/2018,14:30,0.261639344,0.672786885,4.672131148,23448
4/6/2018,14:30,0.549902813,1.414035806,9.819693095,18084
6/14/2018,12:30,1.146339208,2.947729391,20.47034299,74715
2/4/2018,13:30,0.027526882,0.07078341,0.491551459,99777
5/11/2018,12:30,0.34581374,0.889235332,6.175245362,45722
10/5/2018,14:30,1.877647059,4.828235294,33.52941176,38588
6/3/2018,14:30,5.492941176,14.12470588,98.08823529,80928
5/11/2018,12:30,0,0,0,22921
7/24/2018,12:30,0.385,0.99,6.875,68542
9/10/2018,13:30,2.3055,5.928428571,41.16964286,72592
6/11/2018,13:30,0,0,0,29149
10/4/2018,14:30,0,0,0,76545
8/9/2018,13:30,0.249315068,0.64109589,4.452054795,27646
9/18/2018,13:30,0,0,0,41321
1/20/2018,13:30,0.422828283,1.087272727,7.550505051,20792
1/14/2018,14:30,0,0,0,27720
8/18/2018,13:30,0.928665851,2.387997902,16.58331876,98235
4/10/2018,14:30,0.30988764,0.796853933,5.533707865,23529
9/21/2018,12:30,0.208627451,0.536470588,3.725490196,83317
5/3/2018,12:30,1.427247188,3.670064197,25.48655692,12442
6/13/2018,14:30,2.946998741,7.577996763,52.62497752,45726
1/30/2018,12:30,0.502117437,1.291159124,8.966382804,35376
2/10/2018,13:30,0.055714286,0.143265306,0.994897959,16397
5/8/2018,13:30,0.665384615,1.710989011,11.88186813,10163
4/14/2018,12:30,1.692927497,4.353242134,30.23084815,53063
3/5/2018,13:30,0.441925287,1.13637931,7.891522989,88668
5/6/2018,13:30,1.031578947,2.652631579,18.42105263,91308
1/8/2018,14:30,0.653961214,1.681614551,11.67787883,40023
8/13/2018,12:30,3.997533393,10.27937158,71.38452488,89245
8/18/2018,12:30,5.537128146,14.23832952,98.87728833,53767
4/19/2018,14:30,1.213465909,3.120340909,21.66903409,33772
6/3/2018,14:30,0,0,0,99789
4/6/2018,12:30,5.222709677,13.42982488,93.26267281,29633
8/6/2018,13:30,25.59857143,65.82489796,457.1173469,78205
5/6/2018,14:30,0.384615385,0.989010989,6.868131868,97326
6/17/2018,12:30,3.243095238,8.339387755,57.91241497,32161
9/4/2018,13:30,0.290340909,0.746590909,5.184659091,59955
7/4/2018,13:30,0.33330698,0.857075093,5.951910365,41889
7/31/2018,12:30,0.148484848,0.381818182,2.651515152,92470
6/7/2018,13:30,1.934545455,4.974545455,34.54545455,32490
9/28/2018,13:30,5.25,13.5,93.75,94653
3/15/2018,13:30,0.504,1.296,9,94959
10/7/2018,14:30,0.15258427,0.392359551,2.724719101,17474
8/31/2018,12:30,1.751389129,4.503572045,31.27480587,61673
4/3/2018,14:30,2.898235294,7.452605042,51.75420168,72431
2/4/2018,13:30,0.611333333,1.572,10.91666667,24966
6/20/2018,13:30,6.8625,17.64642857,122.5446429,43535
7/22/2018,13:30,0.034615385,0.089010989,0.618131868,49668
9/2/2018,12:30,0,0,0,80713
5/23/2018,12:30,0.635555556,1.634285714,11.34920635,91642
6/29/2018,12:30,0.534871795,1.375384615,9.551282051,40806
3/19/2018,13:30,0,0,0,90130
1/19/2018,14:30,0.352419355,0.906221198,6.293202765,38332
5/27/2018,13:30,0.8084375,2.078839286,14.43638393,31960
6/11/2018,14:30,0.544970915,1.401353781,9.73162348,58946
3/22/2018,12:30,0.065882353,0.169411765,1.176470588,96627
3/26/2018,12:30,0,0,0,58672
7/11/2018,14:30,0,0,0,82150
2/11/2018,14:30,0,0,0,57640
2/4/2018,13:30,1.691880055,4.350548713,30.21214384,78276
1/22/2018,13:30,10.10153846,25.97538462,180.3846154,85547
10/2/2018,13:30,0.878711168,2.259543004,15.69127086,43502
4/9/2018,14:30,0.754456522,1.940031056,13.47243789,25181
10/18/2018,14:30,0,0,0,41250
10/8/2018,12:30,4.604444444,11.84,82.22222222,10627
9/2/2018,13:30,0.182,0.468,3.25,99124
6/22/2018,13:30,0,0,0,92622
9/25/2018,13:30,0.871612903,2.241290323,15.56451613,65596
1/23/2018,13:30,0.247058824,0.635294118,4.411764706,14723
2/20/2018,14:30,12.96319672,33.33393443,231.4856557,48755
2/2/2018,12:30,8.720384615,22.42384615,155.7211538,25063
6/7/2018,13:30,46.9,120.6,837.5,35222
2/20/2018,13:30,0.389666667,1.002,6.958333333,37966
2/10/2018,13:30,0,0,0,25408
3/2/2018,14:30,0.844242424,2.170909091,15.07575758,87542
6/4/2018,13:30,2.31,5.94,41.25,43705
9/11/2018,13:30,0.772847125,1.987321178,13.80084151,44287
3/6/2018,13:30,1.534627829,3.946185845,27.40406837,66175
5/7/2018,13:30,0.875636364,2.251636364,15.63636364,62842
7/13/2018,13:30,4.124246964,10.60520648,73.64726721,33002
2/24/2018,14:30,1.16942587,3.007095093,20.88260481,54008
6/16/2018,13:30,2.056535948,5.288235294,36.72385621,35110
9/29/2018,13:30,0.204615385,0.526153846,3.653846154,16659
6/4/2018,14:30,0.371996205,0.95656167,6.642789374,97870
1/17/2018,13:30,1.552727273,3.992727273,27.72727273,84055
8/30/2018,12:30,0.535294118,1.376470588,9.558823529,83012
4/27/2018,13:30,4.501966122,11.57648431,80.39225218,63147
7/26/2018,14:30,2.693793103,6.926896552,48.10344828,18452
8/16/2018,14:30,5.752302265,14.7916344,102.7196833,41219
5/10/2018,13:30,1.955373298,5.028102767,34.91738032,35404
3/29/2018,14:30,0,0,0,91257
7/2/2018,14:30,0.94906499,2.44045283,16.9475891,21822
6/17/2018,13:30,0.568008475,1.46059322,10.14300847,26534
1/21/2018,14:30,0.760666667,1.956,13.58333333,28103
7/13/2018,12:30,1.305,3.355714286,23.30357143,86952
1/4/2018,13:30,0.398897059,1.025735294,7.123161765,35535
10/15/2018,13:30,0,0,0,18122
4/29/2018,14:30,6.345181818,16.31618182,113.3068182,29848
8/24/2018,12:30,3.22,8.28,57.5,18623
7/14/2018,14:30,4.373738471,11.24675607,78.10247269,89547
8/8/2018,13:30,0.448,1.152,8,11775
2/11/2018,13:30,1.651881428,4.2476951,29.49788264,20538
7/19/2018,12:30,0.496363636,1.276363636,8.863636364,59597
8/31/2018,13:30,1.237103497,3.181123277,22.09113387,55378
6/6/2018,13:30,0.38325,0.9855,6.84375,45041
4/17/2018,12:30,0.393841608,1.012735562,7.032885849,31302
7/7/2018,14:30,1.012817628,2.604388186,18.08602907,95377
4/7/2018,13:30,0.179529412,0.461647059,3.205882353,45010
10/1/2018,13:30,3.924431263,10.09139468,70.07912969,13790
2/17/2018,13:30,0,0,0,39566
2/23/2018,14:30,0,0,0,83751
5/6/2018,13:30,0.021538462,0.055384615,0.384615385,81063
9/9/2018,13:30,0.30344086,0.780276498,5.41858679,10857
3/21/2018,12:30,0.291971067,0.750782743,5.213769052,26609
4/30/2018,13:30,0.10959596,0.281818182,1.957070707,49973
5/17/2018,12:30,2.364702797,6.080664336,42.22683566,10901
1/31/2018,14:30,0.486290323,1.250460829,8.68375576,86617
2/14/2018,13:30,0.47775,1.2285,8.53125,50608
4/2/2018,14:30,0,0,0,96857
7/30/2018,14:30,6.200677533,15.94459937,110.7263845,74131
4/18/2018,14:30,2.091515152,5.378181818,37.34848485,36254
5/10/2018,14:30,0.079882904,0.205413182,1.426480428,21179
1/15/2018,13:30,0,0,0,34536
3/11/2018,12:30,0.773409091,1.988766234,13.81087662,83310
3/5/2018,12:30,1.769441296,4.549991903,31.59716599,67496
10/17/2018,13:30,0.086210526,0.221684211,1.539473684,83878
5/2/2018,14:30,1.108597285,2.850678733,19.79638009,13721
3/17/2018,12:30,0.1875,0.482142857,3.348214286,39497
8/13/2018,14:30,0.522727273,1.344155844,9.334415584,68209
6/5/2018,14:30,0.253473684,0.651789474,4.526315789,25536
5/14/2018,14:30,0.42,1.08,7.5,83730
10/6/2018,14:30,1.589411765,4.087058824,28.38235294,96750
10/27/2018,13:30,0,0,0,32764
8/2/2018,14:30,3.387971014,8.711925466,60.4994824,51506
1/24/2018,14:30,0,0,0,72255
4/22/2018,13:30,0.579703704,1.490666667,10.35185185,32922
8/12/2018,12:30,0.336477273,0.865227273,6.008522727,96356
9/19/2018,13:30,1.661362588,4.272075228,29.66718908,95731
2/23/2018,13:30,4.048299182,10.40991218,72.29105683,67569
9/13/2018,13:30,2.118266802,5.446971777,37.8261929,18790
7/20/2018,13:30,0.448523002,1.153344861,8.009339316,22880
2/19/2018,13:30,1.441922555,3.707800856,25.74861705,27642
3/17/2018,14:30,0.933333333,2.4,16.66666667,64481
5/17/2018,12:30,29.0325,74.655,518.4375,68098
8/24/2018,13:30,1.883634153,4.843630678,33.63632415,35856
3/8/2018,12:30,0.050555556,0.13,0.902777778,99997
10/20/2018,12:30,0,0,0,82239
9/18/2018,14:30,1.876491228,4.825263158,33.50877193,15172
7/11/2018,13:30,8.399442971,21.59856764,149.9900531,74628
9/11/2018,14:30,2.977931034,7.657536946,53.1773399,46950
8/30/2018,14:30,0,0,0,20418
1/27/2018,12:30,0.18,0.462857143,3.214285714,57821
8/15/2018,14:30,0,0,0,45873
10/27/2018,14:30,1.041486234,2.678107458,18.59796846,32684
1/1/2018,12:30,0.028488372,0.073255814,0.50872093,86958
8/5/2018,13:30,0,0,0,87318
2/13/2018,14:30,0.188611111,0.485,3.368055556,15659
6/21/2018,14:30,0.39375,1.0125,7.03125,84445
6/26/2018,14:30,0.436804604,1.123211839,7.800082214,76600
10/14/2018,14:30,0.667692308,1.716923077,11.92307692,67722
1/6/2018,12:30,1.136293627,2.921897899,20.29095763,67724
3/9/2018,12:30,0.439937811,1.131268657,7.856032338,24454
5/25/2018,14:30,4.92,12.65142857,87.85714286,73236
10/26/2018,12:30,0.146505051,0.376727273,2.616161616,55320
1/29/2018,12:30,0.968421053,2.490225564,17.29323308,12182
8/20/2018,13:30,1.887929576,4.854676052,33.71302814,89079
9/25/2018,14:30,0.253880597,0.652835821,4.53358209,76146
5/6/2018,13:30,1.301169872,3.345865385,23.23517628,37931
2/10/2018,12:30,1.173529412,3.017647059,20.95588235,53474
8/9/2018,12:30,7.248858801,18.63992263,129.4439072,94619
5/26/2018,14:30,0.975094664,2.50738628,17.41240472,85459
1/6/2018,14:30,0.284904372,0.732611241,5.087578064,21512
3/28/2018,14:30,1.56625,4.0275,27.96875,50703
1/27/2018,14:30,4.915615385,12.64015385,87.77884615,82292
4/17/2018,14:30,0,0,0,10253
2/8/2018,12:30,1.69602821,4.361215397,30.28621803,40130
4/4/2018,14:30,18.48,47.52,330,46009
4/23/2018,12:30,0.160714286,0.413265306,2.869897959,51238
8/28/2018,12:30,0.378921053,0.974368421,6.766447368,57403
2/16/2018,14:30,0.184871795,0.475384615,3.301282051,75582
3/14/2018,12:30,0,0,0,50683
10/20/2018,13:30,0.41203252,1.059512195,7.357723577,25544
10/7/2018,12:30,0.104646465,0.269090909,1.868686869,72562
9/18/2018,12:30,0.623197,1.602506572,11.12851786,76322
3/16/2018,14:30,0.211458333,0.54375,3.776041667,76627
2/6/2018,13:30,0.259093437,0.666240267,4.626668521,85793
2/20/2018,13:30,0,0,0,70362
2/7/2018,13:30,0.367271119,0.944411448,6.558412834,52917
4/15/2018,13:30,0.440136986,1.131780822,7.859589041,65322
2/26/2018,14:30,0.525,1.35,9.375,40373
1/13/2018,14:30,1.455101387,3.741689281,25.98395334,30907
9/7/2018,13:30,2.207936482,5.677550953,39.42743717,16420
8/20/2018,12:30,0,0,0,91457
5/6/2018,14:30,2.776666667,7.14,49.58333333,94064
2/2/2018,12:30,2.190515342,5.632753737,39.1163454,42890
4/30/2018,13:30,4.446338298,11.43344134,79.39889818,42729
9/1/2018,13:30,0.404764627,1.040823328,7.227939775,52347
4/13/2018,14:30,0.638417722,1.64164557,11.40031646,12805
3/29/2018,13:30,6.626338028,17.03915493,118.3274648,18171
9/8/2018,13:30,0,0,0,88679
3/25/2018,13:30,0.323369565,0.831521739,5.774456522,22330
9/10/2018,12:30,0.2180834,0.560785886,3.894346431,98765
8/24/2018,13:30,0.125363636,0.322363636,2.238636364,10342
2/15/2018,12:30,0.5,1.285714286,8.928571429,88958
4/11/2018,14:30,0.485570373,1.24860953,8.670899514,43138
2/3/2018,13:30,1.032091954,2.653950739,18.43021346,76336
10/7/2018,12:30,0,0,0,11762
2/2/2018,13:30,2.829915475,7.276925508,50.53420492,22551
9/3/2018,12:30,0.578134503,1.486631579,10.32383041,69897
10/8/2018,13:30,1.048108772,2.695136842,18.71622807,11629
